cov_n100,len_n100,cov_n200,len_n200,cov_n300,len_n300,cov_n500,len_n500,cov_n800,len_n800,cov_n1200,len_n1200,cov_n1500,len_n1500
1,53.55562184,1,31.82495422,1,29.96210508,1,27.49360997,1,24.27362686,1,33.81725823,1,20.12671827
1,44.54913238,1,28.92538524,1,36.15899595,1,29.23209353,1,22.70814147,1,22.89122792,1,22.34013496
1,47.28738163,0,24.65463843,1,29.72148246,1,22.89307761,1,32.42831586,1,28.59948991,0,21.62206108
1,40.787711,1,31.74283385,1,27.62704572,1,28.76848347,1,21.02674956,1,30.52630571,1,24.009807
1,55.04097759,1,22.5730967,1,30.66506541,1,25.85440187,1,25.3251087,1,22.75809143,1,23.39365738
1,38.80753949,1,34.15414892,0,30.49761942,1,22.05431738,0,21.28890299,1,31.31210231,1,28.97527222
1,39.02866679,1,32.58799274,1,25.3282407,1,22.6843473,1,20.88757518,1,22.78329392,1,22.30988362
1,37.34298792,1,29.6475087,1,32.18427564,0,28.99319639,1,28.13911822,1,29.6977173,1,22.05300556
1,54.42065159,1,29.0920548,1,26.26647274,1,21.34714809,1,21.54693343,1,22.69758855,1,22.78493466
1,37.9635436,1,28.80362456,1,29.31893936,1,30.3760215,1,28.76979859,1,22.09412837,1,30.79166404
1,40.19550543,1,39.50140686,0,25.07287449,1,30.05055867,1,21.42624473,1,36.5803669,1,22.16956407
1,33.14661311,1,28.72240806,1,22.35202215,1,25.13980179,1,22.35649119,1,25.83663672,1,22.14407007
1,40.03957355,1,31.52353821,1,22.67255443,1,22.74086789,1,31.07230804,1,23.28717581,1,23.4813626
1,32.91713851,1,25.68761464,1,26.40303259,1,31.47667135,1,21.79699215,1,32.55201833,1,21.8166124
1,41.05078945,1,25.33476308,1,36.9184326,1,23.0847246,1,23.13339381,1,22.19958912,1,22.40193183
1,35.31030472,1,36.34079941,1,23.0505205,1,20.98641786,1,25.01360948,0,22.77867035,0,25.52378571
1,51.05606126,1,37.13092103,1,22.97109326,1,31.56965318,1,22.60010064,1,22.72786245,1,21.82046794
1,41.36302517,1,40.39405509,1,26.51117129,1,29.40398952,1,22.26880537,1,22.72936499,1,33.80308967
1,48.97701758,1,22.30658137,1,27.08382389,1,22.91609313,1,21.16029758,1,20.8519771,1,23.35983912
1,42.36799426,1,37.57070882,1,27.47404569,0,21.85717012,1,23.10626013,1,24.19010708,1,28.82393283
1,49.55910345,1,22.42781096,1,23.4385477,1,36.29941052,0,27.16192168,1,20.88544513,1,24.63587321
1,41.84078648,1,27.56534592,1,28.94618501,1,25.95079692,0,19.98658243,0,22.22569405,1,35.7339414
1,41.42147546,1,32.06810668,1,25.65855041,0,21.86097376,1,22.21411706,1,22.06379548,1,21.44038749
1,46.79031903,1,29.76901134,1,23.11162226,1,22.12776096,1,21.15719619,0,29.11886544,1,24.89971256
