cov_n100,len_n100,cov_n200,len_n200,cov_n300,len_n300,cov_n500,len_n500,cov_n800,len_n800,cov_n1200,len_n1200,cov_n1500,len_n1500
1,40.17823666,1,29.65687329,1,61.77574067,1,43.99354573,1,23.70927716,1,19.98340469,1,19.11954786
1,27.88155289,1,32.05390124,0,21.20357452,1,40.03562681,1,30.24267036,1,20.39608205,1,17.74538912
1,49.57057909,1,29.25461097,1,30.14263812,1,46.57653462,1,35.58373744,1,21.86766756,1,20.52818733
0,37.46286311,1,41.90129611,0,29.12012606,1,27.39777483,1,33.7428807,1,28.1829896,1,32.13506078
1,35.97272833,0,39.13398988,1,45.44677295,1,36.23343413,1,26.45344533,1,22.19807693,1,19.36304306
1,52.38042389,1,18.81935353,1,38.07338033,1,25.24444766,1,22.85767331,1,16.81856419,1,17.0484286
1,50.44067864,1,54.82007594,1,41.2728763,1,23.58291059,1,25.00530651,1,28.87085726,1,39.82388351
1,59.00410794,1,66.43284396,1,40.46669309,1,48.05286799,1,42.12707259,1,30.40005459,1,18.97310725
1,36.29815535,1,37.97653706,1,29.45690093,1,35.23615974,1,18.16885217,1,30.33142919,1,18.93639687
1,34.2316891,1,37.99026192,1,29.31264295,0,36.42445422,1,21.44779752,0,17.02848099,1,16.1641206
1,33.48255242,1,42.36190803,1,32.83374832,1,18.42714096,1,18.91586363,1,17.59085009,1,22.0399143
1,46.0518074,1,27.10915976,1,24.66278698,0,19.01648605,0,21.46599455,1,15.02813688,0,16.60650566
1,59.1997938,1,30.95188564,1,29.97193831,1,24.83194713,1,32.29758537,0,37.69976172,1,19.11233814
1,75.6139915,1,34.1576745,1,19.92822095,1,27.57000794,1,17.19423197,1,42.3063885,1,19.30414627
1,40.04096776,1,25.30083986,1,25.11869692,1,18.02270724,1,26.73748205,1,30.45732037,1,17.80027693
1,50.78476518,1,46.24610874,1,19.74154714,1,20.67880691,1,19.60102782,1,17.50254763,1,18.55094829
1,65.31689229,1,39.24524163,1,19.99189813,1,37.01901126,1,32.69965357,1,28.02731564,1,19.98212052
1,41.18190707,1,29.00464132,1,45.95208215,1,27.99359699,1,27.84558926,1,28.6357179,1,18.74716286
1,58.08298835,1,35.34259444,1,27.11511774,1,27.60394997,1,44.15632772,1,19.35782053,1,18.46589363
1,44.10682048,1,32.47818421,1,31.97362773,1,19.03943181,1,32.39020549,1,27.04524964,1,25.32517847
1,50.16172093,1,48.14390525,1,22.5383401,1,31.5765416,1,23.03346219,1,50.48833237,1,17.2196094
1,36.19696818,1,33.89259212,1,27.44782055,1,26.31403102,1,37.44781884,1,35.70475934,1,20.88499291
1,57.49912236,1,31.79098059,1,27.51200641,1,31.69897852,1,27.56314713,0,34.09240237,1,19.13505493
1,38.75234889,1,24.52404365,1,37.38096852,1,23.03799022,0,21.49960089,1,17.09690893,1,42.9000281
1,33.22621275,1,53.27878676,1,41.20914407,1,29.66443549,0,20.08434559,1,27.61465863,0,21.39699296
1,52.65484557,1,35.76873277,1,41.15482799,1,19.95700748,1,28.47314242,1,19.12362053,1,17.84958117
1,31.84978812,1,27.29042321,1,30.13812497,1,31.77081305,1,36.6570675,1,20.68705814,1,26.83256971
1,59.63559367,1,35.18275427,1,32.272701,1,34.63975542,1,20.46786,1,51.41316539,1,22.23524731
1,40.77749267,1,30.68750401,1,42.0965551,1,22.00215023,1,34.98492893,1,16.58668264,1,23.651234
1,34.68165208,1,29.25781401,0,28.05773372,1,29.97082938,1,34.97899902,1,29.76101627,1,18.78625209
1,46.31213049,1,32.65094362,1,40.46919456,1,23.5569343,1,32.92826907,0,20.96156185,1,17.90743089
1,28.67490934,1,35.284895,1,35.45669591,1,30.27195347,1,19.35271484,1,30.54702568,1,21.78032063
1,53.68221093,1,40.90034152,1,35.07154013,1,34.27900546,1,25.10476404,1,41.87780441,1,27.72409614
1,72.24514527,1,50.16794031,1,20.89439748,1,19.97813376,1,33.81397755,1,18.75415345,0,18.2357085
1,59.53449228,1,44.7977076,1,38.46415954,1,30.143395,1,30.92648705,1,34.2373227,1,19.69635115
1,35.55054032,1,29.4274197,0,26.38929147,1,17.50708961,1,29.29550136,1,19.3857142,1,18.75584421
1,43.21828946,0,22.261202,1,27.03519391,0,30.05146501,1,39.75452199,1,29.96070616,1,20.86733168
1,62.46825397,1,34.11427562,1,26.73798638,1,34.50465016,1,29.71630904,1,19.36128977,1,21.57274135
1,37.93563714,1,29.73190024,1,28.55449367,1,34.82705804,1,29.30190977,1,20.29185176,1,16.1999189
1,46.12792847,1,34.83484729,0,19.29582555,1,28.70341086,1,28.40707693,1,20.95660896,1,16.48034343
